key;comments;en_US;tr_TR
ACCESSCONTROL_CHANNEL_ACTION_LOCKUNLOCK;;CHANNEL LOCK UNLOCK;KANAL KİLİDİ
ACCESSCONTROL_SETTINGS_ACTION_TVWATCHINGLIMIT;;TV WATCHING LIMIT;TV İZLEME LİMİTİ
PINCODECHANGE_NEWPIN_ACTION_CODE;;NEW PIN CODE;YENİ PIN KODU
PINCODECHANGE_CONFIRM_ACTION_NEWPINCODE;;CONFIRM NEW PIN CODE;YENİ PIN KODU ONAY
PINCODECHANGE_FAILED_MESSAGE_NEWPINCODE;;You have not confirmed your new PIN Code;Yeni PIN Kodunuzu onaylayınız.
PINCODECHANGE_FAILED_MESSAGE_FORBIDDENCODE;;0000 is not an acceptable PIN Code;0000 kabul edilebilir bir PIN kodu değil.
PINCODECHANGE_CONFIRM_MESSAGE_SUCCESS;;Your pincode has been changed.;PIN Kodunuz değiştirildi.
CONTROLSETTINGS_PINCODE_PARAMETER_MODE;;PIN CODE MODE;PIN KODU SORMA
CONTROLSETTINGS_PINCODE_HELP_MODE;;Set the frequency you will be requested to enter the PIN Code while you try to access a locked option.;Kilitli bir alana girdiğinizde ne sıklıkla PIN Kodu sorulacağını belirleyebilirsiniz.
CONTROLSETTINGS_FRONTPANEL_PARAMETER_LOCK;;FRONT PANEL LOCK;ÖN PANEL TUŞ KİLİDİ
CONTROLSETTINGS_FRONTPANEL_HELP_LOCK;;You can lock access to the front panel keys of the recorder.;Ön panel tuşlarını kullanım dışı bırakabilir, tekrar kullanıma alabilirsiniz.
CONTROLSETTINGS_LOCK_VALUE_LOCKED;;LOCKED;KİLİTLİ
CONTROLSETTINGS_LOCK_VALUE_UNLOCKED;;UNLOCKED;AÇIK
CONTROLSETTINGS_PARENTAL_PARAMETER_RATING;;PARENTAL RATING;YAŞ SINIRI
CONTROLSETTINGS_PARENTAL_HELP_RATING;;You can lock access to programmes based on parental ratings.;Yaş sınırı girilen içeriklerde, bu limitin üzerindeki bir içeriği izlemek için PIN Kodu sorulmasını sağlar.
TVWATCHINGLIMIT_WATCH_PARAMETER_LIMITTYPE;;WATCH LIMIT TYPE;İZLEME LİMİTİ TİPİ
TVWATCHINGLIMIT_WATCH_HELP_LIMITTYPE;;;Belli saat aralığında veya gün içinde toplam TV izleme süresi belirlediğiniz limiti aştığında PIN Kodu sorulmasını sağlayabilirsiniz.
TVWATCHINGLIMIT_LIMITTYPE_VALUE_TIMEZONE;;TIME ZONE;ZAMAN DİLİMİ
TVWATCHINGLIMIT_TIMEZONE_HELP_STARTTIME;;;Belirlediğiniz saat aralığında PIN Kodu girilmeden TV izlenmesini engelleyebilirsiniz.
TVWATCHINGLIMIT_LIMITTYPE_VALUE_DURATION;;DURATION;SÜRE
TVWATCHINGLIMIT_DAILY_ACTION_DURATION;;DAILY DURATION;GÜNLÜK SÜRE
TVWATCHINGLIMIT_DAILY_HELP_DURATION;;;Gün içinde TV izlenen süre belirlediğiniz değeri aştığında PIN Kodu sorulmasını sağlayabilirsiniz.
TVWATCHINGLIMIT_DAILY_ACTION_USAGE;;DAILY USAGE;GÜNLÜK KULLANIM
TVWATCHINGLIMIT_DAILY_HELP_USAGE;;;Bugün içinde ne kadar TV izlendiğiniz gösterir.
TVWATCHINGLIMIT_TIMEZONE_ACTION_STARTTIME;;TIME ZONE START TIME;ZAMAN DİLİMİ BAŞLANGIÇ
TVWATCHINGLIMIT_TIMEZONE_ACTION_ENDTIME;;TIME ZONE END TIME;ZAMAN DILIMİ BİTİŞ
TVWATCHINGLIMIT_TIMEZONE_HELP_ENDTIME;;;TV izlemek için PIN kodu girilmesini istediğiniz aralığın bitiş saatini giriniz.
IRDETOCLIENTSTATUS_SETTINGS_ACTION_SMARTCARDSTATUS;;SMART CARD STATUS;DİJİTAL KART DURUMU
IRDETOCLIENTSTATUS_SETTINGS_ACTION_SOFTCELLSERVICESTATUS;;SOFTCELL SERVICES STATUS;SOFTCELL SERVİS DURUMU
IRDETOCLIENTSTATUS_SETTINGS_ACTION_LOADERSTATUS;;LOADER STATUS;YÜKLEYİCİ DURUMU
IRDETOCLIENTSTATUS_SETTINGS_ACTION_PRODUCTSTATUS;;PRODUCT STATUS;ÜRÜN DURUMU
SATELLITEINFO_EUTELSAT_MESSAGE_EUTELSAT;;EUTELSAT;EUTELSAT
INSTALLINFORMATION_OTHER_PARAMETER_MODSTATUS;;OTHER MOD STATUS;DİĞER MOD DURUMU
MODSTATUS_OPEN_VALUE_OPEN;;OPEN;AÇIK
MODSTATUS_CLOSED_VALUE_CLOSED;;CLOSED;KAPALI
INSTALLINFORMATION_FTA_PARAMETER_LIMITSTATUS;;FTA LIMIT STATUS;FTA LİMİT DURUMU
INSTALLINFORMATION_FTA_PARAMETER_LIMIT;;FTA LIMIT;FTA LİMİT DURUMU
CALLCENTER_NUMBER_VALUE_NUMBER;;0212 473 73 73;0212 473 7373
TECHNICALSERVICE_NUMBER_VALUE_NUMBER;;0212 473 73 73;0212 473 7373
POWERCYCLE_START_ACTION_START;;START POWER CYCLE;ŞİMDİ YENİDEN BAŞLAT
POWERCYCLE_START_ACTION_CONFIRM;;CONFIRM POWER CYCLE;YENİDEN BAŞLATMAYI ONAYLA
POWERCYCLE_WARNING_MESSAGE_INSTRUCTION;;Your device will be reset. %cr%Do you want to continue?;Uydu alıcınız kapatılıp yeniden açılacaktır. %cr%Devam etmek istiyor musunuz?
DIGIAKTIF_MENU_ACTION_LAUNCH;;LAUNCH;BAĞLAN
DIGIAKTIF_MENU_ACTION_INSTALL;;INSTALL;KUR
DIGIAKTIF_WIDGET_MESSAGE_IPCONNECTION;;Connect your box to access this application as well as the beIN CONNECT service and enriched data.;beIN CONNECT’e erişmek için uydu alıcınızın internet bağlantısını yapınız.
DIGIAKTIF_WIDGET_MESSAGE_HARDDISKCONNECTION;;Plug an hard-disk to your box to access this application and enable PVR functionality.;Bu uygulamayı ve diğer kayıt fonksiyonlarını kullanmak için uydu alıcınıza uyumlu bir sabit disk takınız.
DIGIAKTIF_WIDGET1_ACTION_FACEBOOK;;FACEBOOK;FACEBOOK
DIGIAKTIF_WIDGET2_ACTION_TWITTER;;TWITTER;TWITTER
DIGIAKTIF_WIDGET3_ACTION_PICASSA;;PICASA;PICASA
DIGIAKTIF_WIDGET4_ACTION_YOUTUBE;;YOUTUBE;YOUTUBE
DIGIAKTIF_WIDGET5_ACTION_WIKIPEDIA;;WIKIPEDIA;VİKİPEDİ
PLANNER_TAG_PARAMETER_TIMEHELP;;Tag notification will be displayed on time you entered.;Etiket uyarısının ekrana geleceği saati seçiniz.
SCHEDULING_TIME_PARAMETER_ENDTIMEHELP;;Enter recording end time.;Kaydın sonlanmasını istediğiniz saati giriniz.
SCHEDULING_CHANNEL_MESSAGE_HELP;;Use up-down buttons or enter channel number to choose channel.;Aşağı-yukarı yön tuşlarıyla ilerleyerek veya kanal no girerek kanal seçebilirsiniz.
SCHEDULING_TIME_PARAMETER_STARTTIMEHELP;;Enter recording start time.;Kaydın başlamasını istediğiniz saati giriniz.
SMARTCARD_IPPV_MESSAGE_PREVIEW;;In order to rent this program (Price: %1 TL)  %cr%You can write %2 and send an SMS* to 3555 %cr%*For SMS fees please visit digiturk.com.tr/boxoffice;Bu programı kiralamak için (Fiyat: %1 TL) %cr% %2 yazıp 3555’e SMS* gönderebilirsiniz. %cr% *SMS ücretlendirmesi hakkında bilgi almak için digiturk.com.tr/boxoffice adresini ziyaret edebilirsiniz.
SMARTCARD_IPPV_MESSAGE_PREVIEW_WITHOUT_SMS_CODE;;In order to rent this program: %cr%-you can visit our web page digiturk.com.tr/boxoffice %cr%-you can call 0212 473 7373;Bu programı kiralamak için: %cr%- digiturk.com.tr/boxoffice adresini ziyaret edebilir, %cr%- 0212 473 7373’ü arayabilirsiniz.
SMARTCARD_IPPV_MESSAGE_IPREVIEW;;In order to rent this program (Price: %1 TL) %cr%You can press ‘OK’ then enter your PIN Code.;Bu programı kiralamak için (Fiyat: %1 TL)  %cr%‘OK’ tuşuna basıp PIN kodunuzu girebilirsiniz.
SMARTCARD_IPPV_MESSAGE_PURCHASE;;This is pay per view event.Price:%1 TL%cr%In order to buy this program you can write %2 and send an SMS to 3555.%cr%ADVANTAGE packet subscribers will not be charged further for %cr%purchasing this program.(Adult channels are not included) 0212 473 73 73;Bu bir izle öde programıdır.Fiyat: %1 TL%cr% %2 yazıp 3555’e SMS gönderebilirsiniz.%cr%AVANTAJ paket üyeleri Salon Kanallarından, program satın aldıklarında ayrıca ücretlendirilmeyecektir. (Yetişkin kanallar dahil değildir) 0212 473 73 73
SMARTCARD_IPPV_MESSAGE_IPURCHASE;;This is pay per view event.Price:%1 TL%cr%In order to buy this program you can press ‘OK’ then enter your pin code or %cr%you can write %2 and send an SMS to 3555.%cr%ADVANTAGE packet subscribers will not be charged further for %cr%purchasing this program.(Adult channels are not included) 0212 473 73 73;Bu bir izle öde programıdır.Fiyat:%1 TL%cr%Bu programı satın almak için ‘OK’ tuşuna basıp PIN kodunuzu girebilirsiniz veya %cr% %2 yazıp 3555’e SMS gönderebilirsiniz.%cr%AVANTAJ paket üyeleri Salon Kanallarından, program satın aldıklarında ayrıca ücretlendirilmeyecektir. (Yetişkin kanallar dahil değildir) 0212 473 73 73
VOD_CATEGORY_ACTION_VOD;;DIGITURK PORTAL;DIGITURK PORTAL
VOD_CATEGORY_ACTION_MENU;;MENU;MENÜ
VOD_CATEGORY_ACTION_PREVIOUS;;PREVIOUS CATEGORY;GERİ DÖN
HDDSETTINGS_FORMATHDD_MESSAGE_SUCCESS;;HDD has been formatted successfully.;Sabit diskiniz başarıyla formatlandı.
HDDSETTINGS_FORMATHDD_ACTION_START;;START FORMAT HDD;FORMATLAMAYI BAŞLAT
MULTIPLE_LOCK_ACTION_UNLOCKABLE;;UNLOCK NOT AVAILABLE;KİLİT KALDIRILMAZ
SOFTWAREVERSION_VOD_PARAMETER_VERSION;;HEADEND VERSION;HEADEND SÜRÜMÜ
GUIDE_NODATA_MESSAGE_NOEIT;;There is currently no content on premium digiturk channels.;Şu anda program bilgisine ulaşılamıyor. Lütfen daha sonra tekrar deneyiniz.
INSTANTRECORDING_RECORDEND_PARAMETER_EVENTEND;;EVENT END;PROGRAM SONU
INSTANTRECORDING_RECORDEND_ACTION_RECORDEND;;REC. END;KAYIT SONU
INSTANTRECORDING_RECORDSTART_ACTION_START;;START;KAYIT BAŞI
INSTANTRECORDING_RECORDSTART_PARAMETER_LIVE;;LIVE;CANLI YAYIN
INSTANTRECORDING_RECORDSTART_PARAMETER_VIEWINGPOINT;;VIEWING POINT;İZLEDİĞİM YER
INSTANTRECORDING_RECORDSTART_PARAMETER_FULLBUFFER;;FULL BUFFER;KANALA GEÇİŞTEN İTİBAREN
INSTANTRECORDING_RECORDSTART_PARAMETER_EVENTSTART;;EVENT START;PROGRAM BAŞI
INSTANTRECORDING_RECORDSTART_PARAMETER_FROMVIEWING;;%1min FROM VIEW;İZLENENDEN %1dk ÖNCE
INSTANTRECORDING_RECORDSTART_PARAMETER_RECTIME;;RECORDING END;KAYIT SONU
INSTANTRECORDING_RECORDSTART_PARAMETER_EXTRATIME;;ADD EXTRA TIME;SÜRE EKLE
MYDECODER_KEYINFO_ACTION_PURCHASELIST;;PURCHASE LIST;SATINALMA LİSTESİ
MYDECODER_PURCHASELIST_VALUE_TITLE;;Title;İsim
MYDECODER_PURCHASELIST_VALUE_PRICE;;Price;Fiyat
MYDECODER_PURCHASELIST_VALUE_DATE;;Date;Tarih
MYDECODER_PURCHASELIST_VALUE_TYPE;;Type;Tip
MYDECODER_PURCHASELIST_VALUE_CHANNEL;;Channel;Kanal
MYDECODER_KEYINFO_ACTION_MYACCOUNT;;MY ACCOUNT;BİLGİLERİM
EVENTOPTION_ADDTOFAVOURITE_MESSAGE_ADDFAV;;The channel will be added to the selected favourites list;Bu kanal seçtiğiniz favori listesine eklenecektir.
EVENTOPTION_ADDTOFAVOURITE_MESSAGE_CONFIRMADDFAV;;The channel will be added to the selected favourites lists.;Bu kanal seçtiğiniz favori listelerine eklenecektir.
POPUP_ACTIONNOTIFICATION_MESSAGE_EMPTYTHEMELIST;;Empty Theme List.;Boş tema listesi.
POPUP_ACTIONNOTIFICATION_MESSAGE_EMPTYTHEME;;The theme list is empty. You cannot access this feature.;Tema listesi boş. Şu anda bu fonksiyonu kullanamazsınız.
INSTANTRECORDING_RECORDSTOP_ACTION_STOP;;STOP;DURDUR
SMARTCARD_RIGHTS_MESSAGE_E38_32;;No broadcast at this channel.;Kanalda yayın yok.
SMARTCARD_RIGHTS_MESSAGE_E32_4;;Viewing is temporarily blocked, please stay tuned.;İzleme geçici olarak durduruldu, lütfen bekleyiniz.
PIP_CONFLICT_MESSAGE_SERIES;;A series recording is now starting requesting use of your 2nd tuner. Your PIP window must therefore be closed. ;Planlanmış bir dizi kaydı başlamak üzere. Kayıt devam ederken bir kanal izleyebileceğinizden takipteki kanalı izleyemeyeceksiniz.
PIP_CONFLICT_MESSAGE_SCHEDULE;;A scheduled recording is now starting requesting use of your 2nd tuner. Your PIP window must therefore be closed. ;Planlanmış bir kayıt başlamak üzere. Kayıt devam ederken bir kanal izleyebileceğinizden takipteki kanalı izleyemeyeceksiniz.
PIP_CONFLICT_MESSAGE_REMOTEREC;;A remote recording is now starting requesting use of your 2nd tuner. Your PIP window must therefore be closed. ;Uzaktan planlanmış bir kayıt başlamak üzere. Kayıt devam ederken bir kanal izleyebileceğinizden takipteki kanalı izleyemeyeceksiniz.
PIP_CONFLICT_MESSAGE_PPVREC;;A IPPV recording is now starting requesting use of your 2nd tuner. Your PIP window must therefore be closed. ;İzle-Öde program için planladığınız kayıt başlamak üzere. Kayıt devam ederken bir kanal izleyebileceğinizden takipteki kanalı izleyemeyeceksiniz.
PIP_CONFLICT_MESSAGE_INSTANTREC;;In order to start this instant recording, we must close your PIP window. ;Bu kanalı kaydetmek için takipteki kanalı kapatmamız gerekiyor.
SERIESREC_CONFLICT_MESSAGE_PIP;;Sorry !!! No tuner is available for the PIP functionality.;Kayıt devam ederken bir kanal izleyebileceğinizden, bu kanal takibe alınamıyor.
SERIESREC_CONFLICT_MESSAGE_SERIES;;An unsolved conflict is about to cancel your series recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken dizi kaydı iptal edilmek üzere.
SERIESREC_CONFLICT_MESSAGE_SCHEDULE;;An unsolved conflict is about to cancel your series recording that is in progress. ;Çakışan kayıt planları nedeniyle şu anda devam eden dizi kaydı yarıda kesilmek üzere.
SERIESREC_CONFLICT_MESSAGE_REMOTEREC;;An unsolved conflict is about to cancel your series recording that is in progress. ;Çakışan kayıt planları nedeniyle şu anda devam eden dizi kaydı yarıda kesilmek üzere.
SERIESREC_CONFLICT_MESSAGE_PPVREC;;An unsolved conflict is about to cancel your series recording that is in progress. ;Çakışan kayıt planları nedeniyle şu anda devam eden dizi kaydı yarıda kesilmek üzere.
SERIESREC_CONFLICT_MESSAGE_INSTANTREC;;In order to start this instant recording, we must close cancel your series recording that is in progress. Do you confirm the instant rec?;Bu kanalı kaydetmeniz halinde şu anda devam eden dizi kaydınız yarıda kesilecek. Kaydı başlatmak istiyor musunuz?
SERIESREC_CONFLICT_MESSAGE_VIEW;;You can only view the 2 channels you are recording.;İki kayıt devam ederken sadece kaydettiğiniz kanalları izleyebilirsiniz.
SERIESREC_CONFLICT_MESSAGE_INSTALL;;Performing the installation now will cancel your on-going recordings.;Kanal kurulumu başlatmanız halinde devam eden kayıtlarınız durdurulacaktır.
SCHEDULEDREC_CONFLICT_MESSAGE_PIP;;Sorry !!! No tuner is available for the PIP functionality.;Kayıt devam ederken bir kanal izleyebileceğinizden, bu kanal takibe alınamıyor.
SCHEDULEDREC_CONFLICT_MESSAGE_SERIES;;An unsolved conflict is about to cancel your series recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken dizi kaydı iptal edilmek üzere.
SCHEDULEDREC_CONFLICT_MESSAGE_SCHEDULE;;An unsolved conflict is about to cancel your scheduled recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken kayıt iptal edilmek üzere.
SCHEDULEDREC_CONFLICT_MESSAGE_REMOTEREC;;An unsolved conflict is about to cancel your scheduled recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken kayıt iptal edilmek üzere.
SCHEDULEDREC_CONFLICT_MESSAGE_PPVREC;;An unsolved conflict is about to cancel your scheduled recording that is in progress. ;Çakışan kayıt planları nedeniyle şu anda devam eden bir kayıt yarıda kesilmek üzere.
SCHEDULEDREC_CONFLICT_MESSAGE_INSTANTREC;;In order to start this instant recording, we must close cancel your scheduled recording that is in progress. Do you confirm the instant rec?;Bu kanalı kaydetmeniz halinde şu anda devam eden kaydınız yarıda kesilecek. Kaydı başlatmak istiyor musunuz?
SCHEDULEDREC_CONFLICT_MESSAGE_VIEW;;You can only view the 2 channels you are recording.;İki kayıt devam ederken sadece kaydettiğiniz kanalları izleyebilirsiniz.
SCHEDULEDREC_CONFLICT_MESSAGE_INSTALL;;Performing the installation now will cancel your on-going recordings.;Kanal kurulumu başlatmanız halinde devam eden kayıtlarınız durdurulacaktır.
REMOTEREC_CONFLICT_MESSAGE_PIP;;Sorry !!! No tuner is available for the PIP functionality.;Kayıt devam ederken bir kanal izleyebileceğinizden, bu kanal takibe alınamıyor.
REMOTEREC_CONFLICT_MESSAGE_SERIES;;An unsolved conflict is about to cancel your series recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken dizi kaydı iptal edilmek üzere.
REMOTEREC_CONFLICT_MESSAGE_SCHEDULE;;An unsolved conflict is about to cancel your scheduled recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken kayıt iptal edilmek üzere.
REMOTEREC_CONFLICT_MESSAGE_REMOTEREC;;An unsolved conflict is about to cancel your remote recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken uzaktan planladığınız kayıt iptal edilmek üzere.
REMOTEREC_CONFLICT_MESSAGE_PPVREC;;An unsolved conflict is about to cancel your remote recording that is in progress. ;Çakışan kayıt planları nedeniyle şu anda devam eden uzaktan planladığınız kayıt yarıda kesilmek üzere.
REMOTEREC_CONFLICT_MESSAGE_INSTANTREC;;In order to start this instant recording, we must close cancel your remote recording that is in progress. Do you confirm the instant rec?;Bu kanalı kaydetmeniz halinde şu anda devam eden uzaktan planladığınız kayıt yarıda kesilecek. Kaydı başlatmak istiyor musunuz?
REMOTEREC_CONFLICT_MESSAGE_VIEW;;You can only view the 2 channels you are recording.;İki kayıt devam ederken sadece kaydettiğiniz kanalları izleyebilirsiniz.
REMOTEREC_CONFLICT_MESSAGE_INSTALL;;Performing the installation now will cancel your on-going recordings.;Kanal kurulumu başlatmanız halinde devam eden kayıtlarınız durdurulacaktır.
PPVREC_CONFLICT_MESSAGE_PIP;;Sorry !!! No tuner is available for the PIP functionality.;Kayıt devam ederken bir kanal izleyebileceğinizden, bu kanal takibe alınamıyor.
PPVREC_CONFLICT_MESSAGE_SERIES;;An unsolved conflict is about to cancel your series recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken dizi kaydı iptal edilmek üzere.
PPVREC_CONFLICT_MESSAGE_SCHEDULE;;An unsolved conflict is about to cancel your scheduled recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken kayıt iptal edilmek üzere.
PPVREC_CONFLICT_MESSAGE_REMOTEREC;;An unsolved conflict is about to cancel your remote recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken uzaktan planladığınız kayıt iptal edilmek üzere.
PPVREC_CONFLICT_MESSAGE_PPVREC;;An unsolved conflict is about to cancel your IPPV recording starting now. ;Devam eden kayıtlarla çakıştığı için birazdan başlaması gereken İzle-Öde programı kaydı iptal edilmek üzere.
PPVREC_CONFLICT_MESSAGE_INSTANTREC;;In order to start this instant recording, we must close cancel your ppv recording that is in progress. Do you confirm the instant rec?;Bu kanalı kaydetmeniz halinde şu anda devam eden İzle-Öde program kaydı yarıda kesilecek. Kaydı başlatmak istiyor musunuz?
PPVREC_CONFLICT_MESSAGE_VIEW;;You can only view the 2 channels you are recording.;İki kayıt devam ederken sadece kaydettiğiniz kanalları izleyebilirsiniz.
PPVREC_CONFLICT_MESSAGE_INSTALL;;Performing the installation now will cancel your on-going recordings.;Kanal kurulumu başlatmanız halinde devam eden kayıtlarınız durdurulacaktır.
